bank,comment,rating,source,time,target,language
AlipayHK,More easier for sending money to my family! thanks a lot to this app. And the.founder!,5,GooglePlay,02-Nov-19,HK Bank,en
AlipayHK,So nice app.. I can send with no charge to Philippines and so easy to use,5,GooglePlay,19-Aug-19,HK Bank,en
AlipayHK,Super easy to used this app. No hassle. � Very convenient for OFW like me �,5,GooglePlay,16-Sep-19,HK Bank,en
AlipayHK,It helps me a lot! Very convenient and charge free!!! Thank ypu so much! More power!!!,5,GooglePlay,15-Aug-19,HK Bank,en
AlipayHK,"Very satisfying service, reliable and a very efficient in saving time especially in terms of remittances.",5,GooglePlay,19-Feb-19,HK Bank,en
AlipayHK,Very nice app and convenient especially it is reliable. I can recommend this app to anyone.,5,GooglePlay,11-Mar-19,HK Bank,en
AlipayHK,its easy and fast to send money in our loves one...thanks for the good service alipay....���,5,GooglePlay,08-Mar-19,HK Bank,en
AlipayHK,"more promotions , lower the adminstrative fee , then can attract more people to use !!!!",5,GooglePlay,25-Oct-18,HK Bank,en
AlipayHK,big help and good support for me and my family more power God bless you more.,5,GooglePlay,24-May-19,HK Bank,en
AlipayHK,This app is much better then the previous one and I feel happy for your company,5,GooglePlay,10-Jun-17,HK Bank,en
PayMe,Very convenient apps It Make My transaction and send to another guy in a faster way,5,GooglePlay,13-May-18,HK Bank,en
Heng Seng Bank,"I use a samsung s8 and works perfectly! Quick and user friendly, Good work Hang Seng!",5,GooglePlay,27-Mar-18,HK Bank,en
HSBC HK,Very intuitive to use and highly functional. The best of all the hsbc apps by far.,5,GooglePlay,19-Jan-19,HK Bank,en
SC,I have been using it since it launched years ago. This latest version is the Best!,5,GooglePlay,29-Aug-18,HK Bank,en
HSBC HK,Touch ID can definitely help us easier and faster to log in the account. Fantastic update����,4,AppStore,02/04/2017 14:37,HK Bank,en
PayMe,"The most effective app, I have taught lots of friends to use this app, user friendly!",4,AppStore,20/08/2019 08:39,HK Bank,en
AlipayHK,"its very useful for me,specially in remittance, super convenient becoz anytime I can send money.. thankU�",4,GooglePlay,26-Jan-19,HK Bank,en
BOC,I cannot type payee’s name which is mandatory field. Obvious result due to lack of testing.,2,AppStore,20/02/2019 10:22,HK Bank,en
BOC,"Downloaded the update version and when opened it, keep asking me to DL AGAIN. CANNOT USE",2,AppStore,17/09/2018 03:59,HK Bank,en
Citibank HK,"now is ios13 beta5 I wonder how come Citi app is doing nothing with crashes
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,03/08/2019 06:31,HK Bank,en
Heng Seng Bank,I don’t know why to update a resolution seems so difficult for a company this size.,2,AppStore,25/04/2018 10:11,HK Bank,en
PayMe,The new version is always get wrong and bugs are everywhere when I opened the app.,2,AppStore,02/09/2019 22:29,HK Bank,en
PayMe,"When I used this today, it can’t use properly and go out suddenly, kindly amend, thanks",2,AppStore,28/03/2019 13:54,HK Bank,en
PayMe,"Stopping at the starting up screen after upgrading to 1.5.9
Using iPhone XR with iOS 12.1.3",2,AppStore,25/01/2019 01:21,HK Bank,en
PayMe,"To show the previous balance under each transaction.
Email the transaction history on a monthly basis.",2,AppStore,02/12/2018 11:47,HK Bank,en
PayMe,"Cannot send money after update, cannot search contact via wtsapp now and cannot send money
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,04/10/2017 10:37,HK Bank,en
SC Mobile Hong Kong,"Update the app and IOS 13.  Can’t use the app and have error code #1002
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,20/09/2019 22:42,HK Bank,en
PayMe,Couldn't set up my credit card after being charged twice. Not very intuitive and user friendly.,2,GooglePlay,08-Nov-19,HK Bank,en
PayMe,"There's a huge white space beneath Pay and Request button, UI really needs some polishing overall",2,GooglePlay,10-Oct-18,HK Bank,en
BOC,"small font font size is too small, setting for default font size is not in place",2,GooglePlay,23-Oct-12,HK Bank,en
Citibank HK,"after upgrading mobile token does not work anymore, very frustrating to waste customers time like this",2,GooglePlay,24-Jul-19,HK Bank,en
Citibank HK,Somehow it disabled the mobile token function. And there is no option to re-enable mobile token!,2,GooglePlay,04-Feb-19,HK Bank,en
Heng Seng Bank,"52mb ??!! for a website feel, Are you kidding me ? Hire some proper Android programmers.",2,GooglePlay,29-Aug-17,HK Bank,en
Heng Seng Bank,Personal E Login doesn't work it shows white blank with in top written hang seng bank,2,GooglePlay,08-Jun-17,HK Bank,en
HSBC HK,Too many updates too often which disable the app until update is done. Not very convenient.,2,GooglePlay,13-Dec-18,HK Bank,en
HSBC HK,An app needs security device and transferring need code from the device are annoying as hell.,2,GooglePlay,09-Jan-19,HK Bank,en
AlipayHK,Sometimes the coupons are invalid during paying. It pays with the full cost without the discount,3,AppStore,07/06/2018 15:07,HK Bank,en
Citibank HK,"Using iphone 7 and can’t receive inapp notifications after upgrading to ios 13. any ideas?
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,09/10/2019 21:38,HK Bank,en
Citibank HK,"App has limited service.  Recommends many side services and travel overseas activation online or phone
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,03/08/2019 14:53,HK Bank,en
Dah Sing Bank,"iPhone XR cannot use Face ID

Can activate Face ID logon now in the latest update",3,AppStore,15/11/2018 21:45,HK Bank,en
HSBC HK,Better to be a universial app to support both iphone and ipad at the same time,3,AppStore,29/10/2017 09:33,HK Bank,en
PayMe,"Why I can't choose to send link to Messenger friends after I upgraded the App??
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,23/10/2017 17:21,HK Bank,en
SC Mobile Hong Kong,"Upgraded to iOS 13 public beta , the apps cannot be use , login refused
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,12/09/2019 21:56,HK Bank,en
AlipayHK,I here alot about the app so im just starting i will just give them 3stars,3,GooglePlay,03-Oct-19,HK Bank,en
AlipayHK,"i cannot understand after i install the apps,its all chines word,pls help me the english language",3,GooglePlay,21-Dec-18,HK Bank,en
AlipayHK,I send money through cebuana and they dont get the money yet i dont know why.,3,GooglePlay,03-Sep-19,HK Bank,en
PayMe,How can i disable qr code scanning in pay/request page? It makes my phone very lag!,3,GooglePlay,25-Aug-19,HK Bank,en
PayMe,Good P2P. Please support latest fingerprint login API. Using Google Pixel 2 XL & Pixel 3 XL.,3,GooglePlay,04-Dec-18,HK Bank,en
CMB,"Server too slow. More info could be shown on a page, esp about security trading info.",3,GooglePlay,04-Mar-15,HK Bank,en
SC,"13 May: this version keep crashing, basically unusable. 16 May: just installed a Update, seems stablized.",3,GooglePlay,16-May-19,HK Bank,en
AlipayHK,Can stop the system maintenance? It is really annoying and I can’t pay by the account!,1,AppStore,24/12/2018 18:29,HK Bank,en
AlipayHK,"Although I have added the widget, it is nowhere to be seen on the lock screen.",1,AppStore,13/11/2018 22:35,HK Bank,en
BEA,"Templates are not working as previous versions and up to now, no 2-step Authentication, poor security",1,AppStore,29/08/2019 09:49,HK Bank,en
BEA,"Suddenly I can’t login to the app duh
It takes forever to load and nothing happens",1,AppStore,28/06/2019 15:42,HK Bank,en
BEA,"after enable touch id for login, it just shows a white screen, not able to proceed",1,AppStore,01/08/2018 13:20,HK Bank,en
BEA,I gave it a low rating for the simple fact that there is ni ipad version.,1,AppStore,21/06/2012 23:13,HK Bank,en
BOC,Every since they changed to new layout the ap p is way too slow to use,1,AppStore,29/03/2018 13:50,HK Bank,en
Citibank HK,After enter the ac and pw and It go so far as back to login homepage,1,AppStore,19/10/2018 13:15,HK Bank,en
Citibank HK,Even BOC have bank options for Transfer! How come citibank doesn't this options. And QR Code?,1,AppStore,10/10/2018 23:07,HK Bank,en
Citibank HK,Cannot use after updating! Everyone use phone for banking issues. And they have a crap app!,1,AppStore,17/10/2017 17:47,HK Bank,en
Citibank HK,First no Touch ID login and now the app can't launch. Your service quality is disappointing.,1,AppStore,06/11/2016 12:48,HK Bank,en
Heng Seng Bank,I never use an app which constantly ask me to update app few times a month.,1,AppStore,03/07/2019 17:12,HK Bank,en
Heng Seng Bank,I can’t believe this it’s been a week and I still can’t get into my account,1,AppStore,08/03/2019 23:23,HK Bank,en
Heng Seng Bank,There’s no point to not support Face ID while getting access to our personal enabling account.,1,AppStore,25/11/2017 03:10,HK Bank,en
HSBC HK,"The app is extremely slow, and need many time for loading the login page & service!",1,AppStore,08/02/2019 19:54,HK Bank,en
HSBC HK,It’s crash and flash back to home screen in 1 second after turn on the apps,1,AppStore,21/09/2018 23:46,HK Bank,en
HSBC HK,Response rate too slow to wait to enter the account numbers and passcode when making transfers.,1,AppStore,04/09/2018 08:14,HK Bank,en
HSBC HK,There is an update every month and the app looks the same : generic - plain.,1,AppStore,22/06/2018 18:53,HK Bank,en
HSBC HK,So stupid this app is. I don’t know why my company will select this stupid MPF.,1,AppStore,17/10/2017 15:06,HK Bank,en
HSBC HK,Is that you sacked many of your IT staff and no iPad version as a result?,1,AppStore,19/06/2017 10:52,HK Bank,en
HSBC HK,My old device can't use anymore. And I can't login with my Touch ID. Rubbish app.,1,AppStore,13/05/2017 11:20,HK Bank,en
HSBC HK,"The apps cannot operated, how can I trusted this rubbish apps to do my  financial management.",1,AppStore,17/02/2017 02:50,HK Bank,en
PayMe,DO NOT UPDATE TO VERSION 2.1.0. PAYME WILL NOT LOAD AND YOUR MONEY WILL BE STUCK.,1,AppStore,29/09/2019 02:00,HK Bank,en
PayMe,"I can’t login and got a “Oops, something got wrong” message on the login page
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,03/09/2019 15:07,HK Bank,en
PayMe,"Submitted the id verification with no acknowledgement, submitted again to get an account suspension. Fun.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,17/07/2019 16:38,HK Bank,en
PayMe,"Whenever I tried to transfer money to my bank account. It quits. Every single time.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,19/06/2019 16:14,HK Bank,en
PayMe,Can’t open the app after update to the latest version and keep staying at logo screen,1,AppStore,20/10/2018 02:23,HK Bank,en
PayMe,Cannot login again after ID card and credit card was provided to top up the value!!!!!!!!!!,1,AppStore,08/08/2018 21:01,HK Bank,en
PayMe,Your transaction records will be shown to your friends by default. This design is really stupid.,1,AppStore,19/05/2018 17:30,HK Bank,en
PayMe,"Even I try any environment about light, always said my ID card photo was not accepted",1,AppStore,13/04/2018 12:20,HK Bank,en
PayMe,"the app is so slow right now and wait forever to top up or pay
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,18/01/2018 08:15,HK Bank,en
PayMe,"The app having a huge technical problem, it’s been unexpected slow to make a transaction
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,12/01/2018 15:47,HK Bank,en
PayMe,Still waiting for the registration email to continue the very first step... over 20 ministers already...,1,AppStore,09/02/2017 14:47,HK Bank,en
SC Mobile Hong Kong,"I can’t update the app because the jailbreak detection has kicked in since version 5.7.14
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,06/10/2019 10:22,HK Bank,en
SC Mobile Hong Kong,"Very backward dev team... fail to push update on the most important Apple os release.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/09/2019 19:05,HK Bank,en
SC Mobile Hong Kong,Can’t use the Face ID and the OTP code time out in one mins to input,1,AppStore,25/01/2019 10:12,HK Bank,en
SC Mobile Hong Kong,Focused too much on appearance rather than functionality.  Not allowing multiple devices is a bad policy.,1,AppStore,11/01/2019 10:37,HK Bank,en
SC Mobile Hong Kong,Cannot see real time refresh after paying my credit card bill with my saving acct balance,1,AppStore,02/01/2019 12:19,HK Bank,en
SC Mobile Hong Kong,Can not operated on the apple xs max. Don’t know due to model or IOS 12.,1,AppStore,24/09/2018 02:18,HK Bank,en
SC Mobile Hong Kong,Can’t even open the app. Disappointed as thought it will work after update. Poor IT development.,1,AppStore,23/09/2018 13:34,HK Bank,en
SC Mobile Hong Kong,Very disappointed. Tried to reinstall a couple of times and it still crashes at the launch.,1,AppStore,23/09/2018 13:26,HK Bank,en
SC Mobile Hong Kong,"After the update on 26 May 2018, I just can't use the app. It just crashes.",1,AppStore,30/05/2018 07:52,HK Bank,en
SC Mobile Hong Kong,Does not optimized the resolution for 4.7 inches screen; very slow performance on loading new feature,1,AppStore,25/06/2017 19:03,HK Bank,en
SC Mobile Hong Kong,"Now it's almost 2017 and you still didn't fix interface for iPhone 6,6s and 7 users",1,AppStore,11/12/2016 21:40,HK Bank,en
SC Mobile Hong Kong,"Can't input "".""  To a price??
U tell me how to trade

Rubbish app
Upgrade ASAP",1,AppStore,23/11/2015 14:55,HK Bank,en
